,partido,candidato,nick,followers,fecha,post,post_clean,sentimiento,sentimiento_num,negative,neutral,positive,video,foto,repost,retweet,viewed,comments,comments vs viewed,shared,shared vs viewed,likes,likes vs viewed,votos,porcentaje,escaños,Num_words_POST,sentimiento_clean
46,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-15,Vox fulmina a la concejal de Parla detenida en una operación contra el narcotráfico:,vox fulmina a la concejal de parla detenida en una operacin contra el narcotrfico,Negative,-1,0.89722,0.08545298,0.017326985,False,True,True,False,412400,1015,0.0024612027158098,1477,0.0035814742967992,4202,0.0101891367604267,245215,0.0731,11,14,vox fulmina concejal parla detenida operacin narcotrfico
47,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-16,"¡Cuento con vosotros!

#DebateTM","cuento con vosotros

debatetm",Positive,1,0.008903855,0.016544918,0.97455126,False,True,True,False,33600,196,0.0058333333333333,235,0.0069940476190476,597,0.0177678571428571,245215,0.0731,11,4,cuento debatetm
48,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-16,"Rocío Monasterio: ""Me equivoqué, cada MENA no le cuesta a la Comunidad de Madrid 4.700€ al mes, le cuesta 6.487 € al mes; después nos dicen que no hay para el resto"".",roco monasterio me equivoqu cada mena no le cuesta a la comunidad de madrid 4700 al mes le cuesta 6487  al mes despus nos dicen que no hay para el resto,Negative,-1,0.90785563,0.068347424,0.023796922,False,True,False,True,30800,28,0.0009090909090909,358,0.0116233766233766,753,0.0244480519480519,245215,0.0731,11,32,roco monasterio equivoqu cada mena cuesta comunidad madrid 4700 mes cuesta 6487 mes despus dicen resto
49,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-16,"Rocío Monasterio: ""Los okupas fuera y el que okupa se queda sin ninguna ayuda social para siempre. No se puede premiar al delincuente"".",roco monasterio los okupas fuera y el que okupa se queda sin ninguna ayuda social para siempre no se puede premiar al delincuente,Negative,-1,0.8802401,0.07847372,0.041286267,False,False,False,True,21700,17,0.0007834101382488,372,0.0171428571428571,1155,0.0532258064516129,245215,0.0731,11,23,roco monasterio okupas okupa queda ninguna ayuda social siempre puede premiar delincuente
50,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-16,¡Contad con nosotros!,contad con nosotros,Positive,1,0.004579124,0.01667052,0.97875035,False,False,True,False,35300,62,0.001756373937677,60,0.001699716713881,152,0.0043059490084985,245215,0.0731,11,3,contad
51,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-17,¡Mañana jueves os espero en Chinchón! 😘,maana jueves os espero en chinchn ,Positive,1,0.0042425413,0.023987003,0.9717704,False,True,True,False,28300,154,0.0054416961130742,350,0.0123674911660777,1044,0.0368904593639576,245215,0.0731,11,7,maana jueves espero chinchn
52,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-17,¡Tal cual! 🤣🤣,tal cual ,Positive,1,0.20966229,0.14063117,0.64970654,False,True,True,False,11300,29,0.0025663716814159,72,0.0063716814159292,211,0.0186725663716814,245215,0.0731,11,3,tal
53,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-18,"“Nos cuestan” no es lo mismo que “disponen”. No puede ser que la televisión pública mienta y manipule tanto. La última vez ya la Junta electoral tuvo que intervenir por el trato que me dio su presentadora. 
@rtvenoticias
 está al servicio del gobierno, como en las dictaduras. https://twitter.com/rtvenoticias/status/1658907737256861702","nos cuestan no es lo mismo que disponen no puede ser que la televisin pblica mienta y manipule tanto la ltima vez ya la junta electoral tuvo que intervenir por el trato que me dio su presentadora 

 est al servicio del gobierno como en las dictaduras ",Negative,-1,0.9471197,0.03183312,0.021047117,False,False,True,False,179500,253,0.0014094707520891,1289,0.0071810584958217,2682,0.0149415041782729,245215,0.0731,11,48,cuestan mismo disponen puede ser televisin pblica mienta manipule ltima vez junta electoral intervenir trato dio presentadora est servicio gobierno dictaduras
54,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-18,Le dejamos las manos libres a Ayuso y no ha derogado las leyes sectarias de la izquierda.,le dejamos las manos libres a ayuso y no ha derogado las leyes sectarias de la izquierda,Negative,-1,0.8595489,0.06723781,0.073213205,False,True,True,False,34700,179,0.0051585014409221,530,0.0152737752161383,1030,0.0296829971181556,245215,0.0731,11,17,dejamos manos libres ayuso derogado leyes sectarias izquierda
55,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-18,"Chicos, os espero!",chicos os espero,Positive,1,0.0037746541,0.012176346,0.98404896,False,True,True,False,8869,32,0.0036080730634795,69,0.0077799075431277,210,0.0236779794790844,245215,0.0731,11,3,chicos espero
56,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-18,El 28 de mayo hay un voto seguro. Maravilloso Chinchón ¡gracias!😘🇪🇸,el 28 de mayo hay un voto seguro maravilloso chinchn gracias,Positive,1,0.0065710424,0.009068431,0.9843605,False,True,True,False,26500,32,0.0012075471698113,203,0.0076603773584905,466,0.0175849056603773,245215,0.0731,11,11,28 mayo voto seguro maravilloso chinchn gracias
57,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-19,"Los demás partidos creen que ser agricultor es tener un huerto urbano, que ser ganadero es pasear un chihuahua o que ser autónomo es un estado de Facebook.

Se han alejado de la realidad de los madrileños.

Todos menos VOX

#VotaSeguro
https://lavanguardia.com/nacional/20230518/8978128/monasterio-afea-candidatos-comunidad-madrid-realidad-les-falta-calle.html","los dems partidos creen que ser agricultor es tener un huerto urbano que ser ganadero es pasear un chihuahua o que ser autnomo es un estado de facebook

se han alejado de la realidad de los madrileos

todos menos vox

votaseguro
",Negative,-1,0.9210038,0.04761777,0.031378448,False,True,False,False,14200,137,0.0096478873239436,221,0.0155633802816901,564,0.0397183098591549,245215,0.0731,11,42,dems partidos creen ser agricultor tener huerto urbano ser ganadero pasear chihuahua ser autnomo facebook alejado realidad madrileos menos vox votaseguro
58,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-19,"Un honor que nos acompañaras hoy en Chinchón 
@MariaFdaCabal
 . Siempre trabajando juntos los que no aplaudimos a terroristas, juntos los que estamos del lado del bien, la belleza y la verdad.😘","un honor que nos acompaaras hoy en chinchn 

  siempre trabajando juntos los que no aplaudimos a terroristas juntos los que estamos del lado del bien la belleza y la verdad",Positive,1,0.02540837,0.021429058,0.95316255,False,True,True,False,8877,47,0.0052945815027599,84,0.009462656302805,227,0.0255717021516278,245215,0.0731,11,32,honor acompaaras hoy chinchn siempre trabajando juntos aplaudimos terroristas juntos lado bien belleza verdad
59,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-19,Rocío Monasterio recupera en el debate la más xenófoba e infame de las campañas de VOX: la que apela al coste de los menores no acompañados en la Comunidad de Madrid. Es imposible que esta gente interpele al voto católico de forma verosímil.,roco monasterio recupera en el debate la ms xenfoba e infame de las campaas de vox la que apela al coste de los menores no acompaados en la comunidad de madrid es imposible que esta gente interpele al voto catlico de forma verosmil,Negative,-1,0.9334341,0.043049276,0.023516655,False,False,False,True,89200,415,0.004652466367713,142,0.001591928251121,224,0.0025112107623318,245215,0.0731,11,43,roco monasterio recupera debate ms xenfoba infame campaas vox apela coste menores acompaados comunidad madrid imposible gente interpele voto catlico forma verosmil
60,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-19,"O el bienestar de los políticos o el bienestar de los españoles. Menos gasto político, menos chiringuitos, menos diputados y prioricemos el gasto en sanidad, educación, vivienda y dependencia.",o el bienestar de los polticos o el bienestar de los espaoles menos gasto poltico menos chiringuitos menos diputados y prioricemos el gasto en sanidad educacin vivienda y dependencia,Negative,-1,0.6106218,0.15026157,0.23911664,False,True,False,False,10600,112,0.010566037735849,156,0.0147169811320754,316,0.0298113207547169,245215,0.0731,11,29,bienestar polticos bienestar espaoles menos gasto poltico menos chiringuitos menos diputados prioricemos gasto sanidad educacin vivienda dependencia
61,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-19,"Queremos traer una alternativa que refleje la realidad de los barrios y resuelva problemas reales en Madrid. 

No podemos más de candidatos uniformados con discursos uniformados🙄","queremos traer una alternativa que refleje la realidad de los barrios y resuelva problemas reales en madrid 

no podemos ms de candidatos uniformados con discursos uniformados",Negative,-1,0.78867286,0.10312542,0.10820172,False,True,True,False,23600,87,0.0036864406779661,348,0.0147457627118644,845,0.0358050847457627,245215,0.0731,11,26,queremos traer alternativa refleje realidad barrios resuelva problemas reales madrid podemos ms candidatos uniformados discursos uniformados
62,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-19,"¡Nos vemos esta tarde en Paseo de Delicias!
Cuento con vosotros😘 #CuidaLoTuyo","nos vemos esta tarde en paseo de delicias
cuento con vosotros cuidalotuyo",Positive,1,0.004277051,0.018776579,0.9769464,False,True,False,False,14800,43,0.0029054054054054,162,0.0109459459459459,358,0.0241891891891891,245215,0.0731,11,12,vemos tarde paseo delicias cuento cuidalotuyo
63,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-19,"‼️ Te esperamos mañana en la Plaza de Quintana para recibir a nuestra candidata a la Presidencia de la Comunidad de Madrid 
@monasterioR
 💪🇪🇦"," te esperamos maana en la plaza de quintana para recibir a nuestra candidata a la presidencia de la comunidad de madrid 

 ",Positive,1,0.0052065235,0.056538004,0.9382554,False,True,False,True,3842,0,0.0,37,0.0096304008328995,86,0.0223841749089016,245215,0.0731,11,24,esperamos maana plaza quintana recibir candidata presidencia comunidad madrid
64,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-19,"Los  médicos siempre ponen al paciente por encima de su interés. Hay que cuidarles, dejar de precarizarles. Si queremos retener a los médicos en Madrid hay que pagar bien y acabar con la temporalidad. 
Es así de sencillo","los  mdicos siempre ponen al paciente por encima de su inters hay que cuidarles dejar de precarizarles si queremos retener a los mdicos en madrid hay que pagar bien y acabar con la temporalidad 
es as de sencillo",Negative,-1,0.83602995,0.09133946,0.072630644,False,True,True,False,21100,57,0.0027014218009478,332,0.0157345971563981,805,0.0381516587677725,245215,0.0731,11,38,mdicos siempre ponen paciente encima inters cuidarles dejar precarizarles si queremos retener mdicos madrid pagar bien acabar temporalidad as sencillo
65,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-19,Mañana nos vemos en Ciudad Lineal ¡cuento con vosotros!😘,maana nos vemos en ciudad lineal cuento con vosotros,Positive,1,0.0036002095,0.014537045,0.9818627,False,True,True,False,8903,19,0.0021341120970459,91,0.0102212737279568,203,0.022801302931596,245215,0.0731,11,9,maana vemos ciudad lineal cuento
66,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-19,"Esta tarde en Arganzuela, de charla con vecinos y de tapas. ¡Me encanta!
#CuidaLoTuyo","esta tarde en arganzuela de charla con vecinos y de tapas me encanta
cuidalotuyo",Positive,1,0.0209241,0.02776456,0.9513113,False,True,False,False,7449,18,0.0024164317358034,122,0.0163780373204456,287,0.0385286615653107,245215,0.0731,11,14,tarde arganzuela charla vecinos tapas encanta cuidalotuyo
67,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-19,"📢 No te pierdas los actos de 
@monasterioR
 en el sábado 20 de mayo:

📍 Arganda del Rey - #CuidaLoTuyo a las 10:30

📍 Ciudad Lineal - #VotaSeguro a las 13:00

📍 Leganés - #CuidaLoTuyo a las 19:00"," no te pierdas los actos de 

 en el sbado 20 de mayo

 arganda del rey  cuidalotuyo a las 1030

 ciudad lineal  votaseguro a las 1300

 legans  cuidalotuyo a las 1900",Neutral,0,0.009991986,0.9475987,0.04240929,False,True,False,True,12500,9,0.00072,132,0.01056,209,0.01672,245215,0.0731,11,38,pierdas actos sbado 20 mayo arganda rey cuidalotuyo 1030 ciudad lineal votaseguro 1300 legans cuidalotuyo 1900
68,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-19,"Esto de Podemos es asqueroso.

Luego lloriquea cuando en una carretera alguien pinta ""coletas rata""","esto de podemos es asqueroso

luego lloriquea cuando en una carretera alguien pinta coletas rata",Negative,-1,0.95782757,0.025725633,0.01644678,False,True,False,False,295000,1264,0.0042847457627118,1523,0.0051627118644067,4784,0.0162169491525423,245215,0.0731,11,15,podemos asqueroso luego lloriquea carretera alguien pinta coletas rata
69,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-20,"Dejar a nuestros hijos una España mejor de la que recibimos.

Esa es la prioridad.","dejar a nuestros hijos una espaa mejor de la que recibimos

esa es la prioridad",Positive,1,0.0452224,0.09371763,0.86105996,False,True,True,False,19300,127,0.006580310880829,332,0.0172020725388601,835,0.0432642487046632,245215,0.0731,11,15,dejar hijos espaa mejor recibimos prioridad
70,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-20,Esta tarde nos reímos un rato de los progres..🤣,esta tarde nos remos un rato de los progres,Positive,1,0.3034268,0.17732711,0.5192461,False,False,True,False,25600,201,0.0078515625,112,0.004375,275,0.0107421875,245215,0.0731,11,9,tarde remos rato progres
71,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-20,"¡Ha sido un planazo!

Rocío Monasterio asiste a un desayuno con afiliados y simpatizantes de Vox Arganda.","ha sido un planazo

roco monasterio asiste a un desayuno con afiliados y simpatizantes de vox arganda",Positive,1,0.0890025,0.049378313,0.8616192,False,True,True,False,15600,57,0.0036538461538461,215,0.0137820512820512,650,0.0416666666666666,245215,0.0731,11,17,sido planazo roco monasterio asiste desayuno afiliados simpatizantes vox arganda
72,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-20,"Esto es lo que hacen contra la gente trabajadora, por eso están perdiendo las calles y perderán el 28 de mayo en las urnas.",esto es lo que hacen contra la gente trabajadora por eso estn perdiendo las calles y perdern el 28 de mayo en las urnas,Negative,-1,0.95628965,0.029932322,0.013778083,False,True,True,False,22900,101,0.0044104803493449,307,0.0134061135371179,629,0.0274672489082969,245215,0.0731,11,24,hacen gente trabajadora estn perdiendo calles perdern 28 mayo urnas
73,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-20,"¡Gracias a todo el equipo de Arroyomolinos! 
Tenéis las cosas claras, valores y coraje😘","gracias a todo el equipo de arroyomolinos 
tenis las cosas claras valores y coraje",Positive,1,0.017453132,0.014829971,0.9677169,False,True,False,False,5812,9,0.0015485203028217,98,0.0168616655196145,237,0.0407777013076393,245215,0.0731,11,14,gracias equipo arroyomolinos tenis cosas claras valores coraje
